CIK,Company,State/Country
0001074507,"NHS Health Solutions, IncSIC:7900- SERVICES-AMUSEMENT &amp; RECREATION SERVICESformerly: COINLESS SYSTEMS INC (filings through 2003-11-21)MEDICAL RESOURCES TECHNOLOGIES LTD (filings through 1999-08-05)NHS Health Solutions Inc (filings through 2011-10-11)",GA
0001074528,DUNN EDWARD M,TX
0001074865,TWIN FACES EAST ENTERTAINMENT CORPSIC:7812- SERVICES-MOTION PICTURE &amp; VIDEO TAPE PRODUCTION,NV
0001075249,EURO TRADE FORFAITING INCSIC:6199- FINANCE SERVICES,
0001075281,"HUTCHINSON/IFRAH, INC.formerly: HUTCHINSON IFRAH INC                                    /BD (filings through 2002-03-01)",AR
0001075337,MARK EQUIPMENT INC,CT
0001075382,"MKP CREDIT, L.P.formerly: MKP CREDIT LP (filings through 2009-03-16)",NY
0001075578,"MAXWELL-NII, INC.SIC:5500- RETAIL-AUTO DEALERS &amp; GASOLINE STATIONSformerly: MAXWELL-NII LTD (filings through 2003-10-14)ROUND ROCK NISSAN INC (filings through 2002-01-16)",TX
0001075699,MONROE BANK &amp; TRUST/MI,MI
0001076123,LINDEN OAKS CORP,NY
0001076403,PHOENIX ASSOCIATES III,FL
0001076446,HAINES JORDAN L,CO
0001076493,WEISS ARTHUR G,GA
0001076809,"GLAZER CAPITAL, LLCformerly: GLAZER CAPITAL MANAGEMENT LP (filings through 2005-12-08)",NY
0001076831,"TALISMAN ENTERPRISE INCSIC:3690- MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT &amp; SUPPLIESformerly: TALISMAN ENTERPRISES INC (filings through 1999-05-12)",A6
0001077479,"VOYA INVESTMENTS, LLCformerly: ING INVESTMENTS LLC (filings through 2014-05-15)ING PILGRIM INVESTMENTS LLC (filings through 2003-05-22)PILGRIM INVESTMENTS INC (filings through 2001-02-15)",AZ
0001077797,VECTOR CAPITAL LP,CA
0001077798,VECTOR CAPITAL II LP,CA
0001077812,GLAZER AVRAM A,
0001078069,CELLOMICS INCSIC:8731- SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH,PA
0001078246,HUTCHINSON CAPITAL MANAGEMENT/CA,CA
0001078494,DUNN COAL &amp; DOCK CO,KY
0001078499,ROARING CREEK COAL CO,KY
0001078506,PREMIUM PROCESSING INC,KY
0001078522,OLD BEN COAL CO,KY
0001078525,PREMIUM COAL DEVELOPMENT CO,KY
0001078726,GOTHAM INTERNATIONAL ADVISORS LLC,NY
0001079355,BEACH CONCERTS INC,NY
0001079397,CHESAPEAKE ASSET MANAGEMENT LLC,NY
0001079788,INDEPENDENCE COMMUNITY BANK EMPLOYEE STOCK OWNERSHIP PLAN TRformerly: INDEPENDENCE SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN TR (filings through 2000-02-11),NY
0001079794,INDEPENDENCE COMMUNITY FOUNDATION,NY
0001079830,BERGENFIELD ALLAN,MD
0001080204,Marshall &amp; Ilsley Trust CO National Associationformerly: M&amp;I NATIONAL TRUST CO (filings through 2008-05-12),WI
0001080265,HENDERSON FUND MANAGEMENT Ltdformerly: HENDERSON FUND MANAGEMENT PLC (filings through 2013-05-13)HENDERSON GLOBAL INVESTORS (filings through 2002-01-17),X0
0001080370,HARVEST ADVISORS LLC,NY
0001080374,"JAG CAPITAL MANAGEMENT, LLCformerly: GLYNN JA &amp; CO (filings through 2013-04-18)",MO
0001081172,"SKYBRIDGE WIRELESS INCSIC:4899- COMMUNICATION SERVICES, NECformerly: ENTERTAINMENT INTERNET INC (filings through 2003-04-14)",NV
0001081733,TALISMAN CAPITAL OPPORTUNITY INC,AR
0001081734,TALISMAN CAPITAL INC,AR
0001082018,NORTHERN CROSS INVESTMENTS LTD,MA
0001082070,BOSTON BANK OF COMMERCE,MA
0001082220,TALISMAN CAPITAL OPPORTUNITY FUND LTD,
0001082250,EURO NEVADA MINING CORP INC,NV
0001082336,PAULSON ACQUISITION LLC,TX
0001082469,WELLINGTON HG &amp; CO INC /NY,NY
0001082962,RAAB JOHN J,NJ
0001083116,STARWOOD CAPITAL GROUP MANAGEMENT LLC                   /ADV,CT
0001083437,FULCRUM GROWTH PARTNERS LLC,NE
0001083490,SUNRISE REAL ESTATE GROUP INCSIC:6513- OPERATORS OF APARTMENT BUILDINGSformerly: PARALLAX ENTERTAINMENT INC (filings through 2003-11-21)SUNRISE REAL ESTATE DEVELOPMENT GROUP INC (filings through 2007-01-22),F4
0001083550,VECTOR CAPITAL MANAGEMENT INC /PA/                      /ADV,PA
0001083757,JASPER RESOURCES LTD,
0001083764,TIG PARTNERS LP,IL
0001083962,"CLARION INTERNET INCSIC:7389- SERVICES-BUSINESS SERVICES, NEC",CA
0001084303,QUINN EDWARD,MA
0001084565,"RLSP ASSOCIATES, LLCformerly: JASPER ASSOCIATES LLC                                   /BD (filings through 2002-03-01)JASPER ASSOCIATES, LLC (filings through 2006-02-28)",CT
0001084831,CHESAPEAKE ENERGY MARKETING INCSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,OK
0001085020,CAIRNSTONE INC,FL
0001085373,GMT SERVICES INC,PA
0001085909,HARVEST ADVISORS INC                                    /ADV,TX
0001085969,CHILTON INVESTMENT CO INC,CT
0001086136,MASTAIN RICHARD K JR,MI
0001086263,PILLAR INVESTMENTS LTD,I0
0001086364,BLACKROCK ADVISORS LLCformerly: BLACKROCK ADVISORS INC (filings through 2006-12-15),DE
0001086504,ORBIS HOLDINGS LTD,D0
0001086548,HALCYON OFFSHORE ASSET MANAGEMENT LLCformerly: HALCYON OFFSHORE MANAGEMENT CO LLC (filings through 2004-11-12),NY
0001086664,COMMONWEALTH ANNUITY &amp; LIFE INSURANCE Coformerly: ALLMERICA FINANCIAL LIFE INSURANCE &amp; ANNUITY CO (filings through 2002-11-12),MA
0001086713,BERGEN CAPITAL TRUST ISIC:5122- WHOLESALE-DRUGS PROPRIETARIES &amp; DRUGGISTS&#39; SUNDRIES,CA
0001087073,CHESAPEAKE FINANCIAL SERVICES LLCSIC:7011- HOTELS &amp; MOTELS,MD
0001087449,SAMUEL DALLAS B,MI
0001087709,"THE FALLER COMPANY, LLCformerly: FALLER CO LLC                                           /BD (filings through 2002-02-28)",NJ
0001088228,HAINES KATHLEEN C,
0001088411,VECTOR CAPITAL MARKETS LLC                              /BD,IL
0001088573,STRATEGIC CAPITAL BANCORP INC,IL
0001088811,G&amp;G RETAIL INCSIC:5621- RETAIL-WOMEN&#39;S CLOTHING STORESformerly: G &amp; G RETAIL INC (filings through 1999-06-22),NY
0001088980,ROUND UP 4 NETWORK INC,NY
0001089018,MARK I MOLDED PLASTICS INCSIC:3714- MOTOR VEHICLE PARTS &amp; ACCESSORIES,MI
0001089020,MARK I MOLDED PLASTICS OF TENNESSEE INCSIC:3714- MOTOR VEHICLE PARTS &amp; ACCESSORIES,MI
0001089216,SAMUEL JAMES LTD,MD
0001089365,PERRY CARL D,
0001089463,TREND MICRO INCSIC:7372- SERVICES-PREPACKAGED SOFTWARE,M0
0001089724,TACONIC CAPITAL PARTNERS LPformerly: TACONIC CAPITAL PARTNERS L P (filings through 2009-03-13),NY
0001089911,PILLAR PACIFIC CAPITAL MANAGEMENT LLCformerly: PILLAR POINT EQUITY MANAGEMENT LLC (filings through 2008-02-06),CA
0001090020,"MONARCH CAPITAL GROUP, LLC",NY
0001090229,FORMULA FUND MANAGEMENT LLC,NY
0001090682,Voya VARIABLE INSURANCE TRUSTformerly: ING VARIABLE INSURANCE TRUST (filings through 2014-03-28)PILGRIMVARIABLE INSURANCE TRUST (filings through 2002-04-18),AZ
0001090712,VECTOR DATA SYSTEMS INC,VA
0001090845,PHOENIX AMDECO LLC,TX
0001091348,RESERVOIR CAPITAL PARTNERS LP,NY
0001091555,RCGM LLCformerly: RESERVOIR CAPITAL MANAGEMENT LLC (filings through 2005-10-12),NY
0001091775,GOTHAM NETWORKS INC,MA
0001091887,PARALLAX CAPITAL PARTNERS L P,TX
0001092135,JASPER MOBILE HOMES INC,MI
0001092190,GEM HOMES INC,MI
0001092254,NOMURA ASSET CAPITAL CORP,NY
0001092433,G III LLC,MI
0001092468,"SLS Investors, L.P.formerly: SLS INVESTORS L P (filings through 2009-11-16)",NY
0001092530,NAPIER ROBERT VSIC:3571- ELECTRONIC COMPUTERS,TX
0001092624,CLARION CAPITAL LLC,NY
0001092785,WESTPORT ADVISERS LLC,CT
0001092889,FIRST AFFIRMATIVE FINANCIAL NETWORK LLC,CO
0001092917,"LTWC CORPSIC:7389- SERVICES-BUSINESS SERVICES, NECformerly: E STAMP CORP (filings through 2001-08-10)LEARN2 CORP (filings through 2002-11-19)LWTC CORP (filings through 2002-12-23)",CT
0001093060,SLS MANAGEMENT LLC,NY
0001093219,FORMULA GROWTH LTD,A6
0001093407,NINER ACQUISTION INC,NY
0001093908,CHESAPEAKE CAPITAL CORP /IL/,VA
0001094207,Vertical Partners L.P.formerly: VERTICAL PARTNERS LP (filings through 2004-07-16),CT
0001094454,QUINN JAMES W,
0001094505,EURO CAPITAL GROUP LTD,
0001095355,NORTHERN BORDER PIPELINE COSIC:4922- NATURAL GAS TRANSMISSION,NE
0001095651,ISTAR INC.SIC:6798- REAL ESTATE INVESTMENT TRUSTSformerly: ISTAR FINANCIAL INC (filings through 2015-08-19)STARWOOD FINANCIAL INC (filings through 2000-03-30),NY
0001095696,GEM GLOBAL YIELD FUND LTD,
0001096298,"ASIA8, INC.SIC:5990- RETAIL-RETAIL STORES, NECformerly: ASIA 4 SALE COM INC (filings through 2007-08-15)H&amp;L INVESTMENTS INC (filings through 2000-03-31)",TX
0001096394,WOLVERINE GAS &amp; OIL CORP,MI
0001096761,GOLDMAN DANIEL,
0001096865,"HENDERSON GLOBAL INVESTORS EQUITY PLANNING, INC.",IL
0001096940,"FIVE STAR INVESTMENT SERVICES, INC.formerly: THE FI GROUP, INC. (filings through 2005-03-01)",NY
0001096955,MARSHALL &amp; ILSLEY TRUST CO NATIONAL ASSOCIATION /TAformerly: M &amp; I NATIONAL TRUST CO (filings through 2002-03-26)MARSHALL &amp; I LSLEY TRUST CO NATIONAL ASSOCIATION  /TA (filings through 2008-06-27),WI
0001097083,NEUBERGER BERMAN INC EMPLOYEE DEFINED CONT STK INCEN PLAN TRformerly: NEUBERGER BERMAN EMPLOYEE DEFINED CONTRIBUTION INC PL TR (filings through 1999-10-18),NY
0001097433,BOSTON ADVISORS TRUST,MA
0001097488,SPECIALIZED SALES &amp; SERVICE INCSIC:5013- WHOLESALE-MOTOR VEHICLE SUPPLIES &amp; NEW PARTS,IL
0001097833,OPUS INVESTMENT MANAGEMENT INCformerly: ALLMERICA ASSET MANAGEMENT INC (filings through 2003-02-13),MA
0001098490,ELLINGTON MANAGEMENT GROUP LLC,CT
0001098564,MARK JOSEPH D,NY
0001098605,PIMCO Managed Accounts Trustformerly: ALLIANZ GLOBAL INVESTORS MANAGED ACCOUNTS TRUST (filings through 2013-01-24)AllianzGI Managed Accounts Trust (filings through 2014-09-05)FIXED INCOME SHARES (filings through 2009-06-25)PIMCO FIXED INCOME SHARES (filings through 2000-03-27),NY
0001098881,"U.S. RARE EARTHS, INCSIC:1000- METAL MININGformerly: CALYPSO FINANCIAL SERVICES INC (filings through 2008-01-04)CALYPSO MEDIA SERVICES GROUP, INC (filings through 2011-03-31)COLORADO RARE EARTHS, INC (filings through 2011-09-15)",TX
0001098965,WATERFALLS CORPSIC:6770- BLANK CHECKS,GA
0001099500,VERTICAL CIRCUITS INC,CA
0001099509,VERTICAL COMPUTER SYSTEMS INCSIC:7372- SERVICES-PREPACKAGED SOFTWAREformerly: SCIENTIFIC FUEL TECHNOLOGY INC (filings through 2000-04-24),TX
0001099618,MAGNOLIA RESOURCES INC,TX
0001099619,MAGNOLIA GATHERING INC,TX
0001099620,MAGNOLIA PIPELINE CORP,TX
0001100327,HAINES CITY TRUST,VA
0001100372,EMERALD ACQUISITION CORPSIC:9995- Unknown,DC
0001100455,BENEFIT FINANCIAL GROUP INC,AR
0001100506,"Chilton Global Partners, L.P.formerly: CHILTON EUROPEAN PARTNERS LP (filings through 2004-07-16)Chilton Global Partners LP (filings through 2009-10-26)",CT
0001101092,PREMIUM FINANCIAL SERVICES &amp; LEASING INCSIC:9995- Unknownformerly: BUSINESS TO BUSINESS INC (filings through 2002-09-04),IN
0001102267,EURO CAP CORP,CT
0001102358,BLASTGARD INTERNATIONAL INCSIC:2890- MISCELLANEOUS CHEMICAL PRODUCTSformerly: IDMEDICAL COM INC (filings through 2002-08-20)OPUS MEDIA GROUP INC (filings through 2003-09-18)OPUS RESOURCE GROUP INC (filings through 2004-03-30),FL
0001102414,Westport Energy Holdings Inc.SIC:2860- INDUSTRIAL ORGANIC CHEMICALSformerly: CARBONICS CAPITAL CORP (filings through 2012-12-03)GREENSHIFT CORP (filings through 2008-02-13)GREENWORKS CORP (filings through 2005-05-16)TELCO TECHNOLOGY INC (filings through 2004-12-22),NJ
0001102673,"MARATHON CAPITAL MARKETS, LLCformerly: GOLDEN FORTUNES SECURITIES, INC. (filings through 2002-03-11)MADISON MERCHANT PARTNERS, INC. (filings through 2003-03-03)MARATHON CAPITAL MARKETS, INC. (filings through 2008-02-29)",IL
0001102916,GEM PORPHYRY INCSIC:6770- BLANK CHECKS,NY
0001103219,"JANE STREET TRADING, LLCformerly: BOWERY CAPITAL, LLC (filings through 2004-03-02)",NY
0001103994,"MCKIM CAPITAL, INC.formerly: ROUND1 USA INC                                          /BD (filings through 2002-03-04)ROUND1 USA, INC. (filings through 2003-02-20)",NY
0001104040,Asia Cork Inc.SIC:2400- LUMBER &amp; WOOD PRODUCTS (NO FURNITURE)formerly: HanKersen International Corp. (filings through 2008-08-19)KUSHI NATURAL FOODS CORP (filings through 2006-07-13),F4
0001104298,OPUS MEDICAL INC,CA
0001104767,PASSPORT ONLINE INC,OR
0001105876,HARVEST CAPITAL MANAGEMENT INC,NH
0001105941,PERRY DAVID P,
0001106191,GMT CAPITAL CORP,GA
0001106369,TACONIC CAPITAL ADVISORS LLC,NY
0001106405,G CJ INVESTMENTS LP,FL
0001106593,"EMERALD DELAWARE INCSIC:7389- SERVICES-BUSINESS SERVICES, NECformerly: EMERALD DELEWARE INC (filings through 2000-02-16)",WA
0001107288,ThinGap Corpformerly: G &amp; G TECHNOLOGY INC (filings through 2004-06-22),CA
0001107343,RDC INTERNATIONAL INCSIC:7372- SERVICES-PREPACKAGED SOFTWAREformerly: LAUTREC INC/FL (filings through 2000-05-15),FL
0001107438,TRENDVEST FOUNDERS LP,IL
0001107907,GEM PARTNERS LP,NJ
0001107992,BHR NORTH AMERICA INC,GA
0001108981,GOLDMAN ADAM,CO
0001109348,PETROL OIL &amp; GAS INCSIC:1311- CRUDE PETROLEUM &amp; NATURAL GASformerly: EURO TECHNOLOGY OUTFITTERS (filings through 2002-08-08),KS
0001109483,UNITED AMERICAN COMPANIES INCSIC:9995- Unknownformerly: PROVIDENCE CAPITAL I INC (filings through 2000-09-05),NC
0001109837,ORBIS S A                                               /FI,R9
0001110018,PROVIDENCE CAPITAL X INCSIC:9995- Unknown,TN
0001110038,CACHESTREAM CORPSIC:9995- Unknownformerly: PROVIDENCE CAPITAL IX INC (filings through 2001-07-16),GA
0001110043,PROVIDENCE CAPITAL VI INCSIC:9995- Unknown,TN
0001110044,GOURMET STATION INCSIC:9995- Unknownformerly: PROVIDENCE CAPITAL V INC (filings through 2001-05-29),GA
0001110047,PROVIDENCE CAPITAL IV INCSIC:9995- Unknown,TN
0001110048,PROVIDENCE CAPITAL III INCSIC:9995- Unknown,TN
0001110049,LIFELONG COM INCSIC:9995- Unknownformerly: PROVIDENCE CAPITAL II INC (filings through 2000-07-20),MA
0001110384,STRATEGIC ASSET MANAGEMENT INCformerly: WORLDTECH WASTE MANAGEMENT INC (filings through 2003-01-24),RI
0001110726,PROVIDENCE CAPITAL VII INCSIC:9995- Unknown,TN
0001111643,PARKER BARRY J C,
0001111772,GLAZER MARK A,
0001112150,"THE CAPITAL GROUP SECURITIES, INC.formerly: CAPITAL GROUP SECURITIES INC                            /BD (filings through 2004-02-27)",RI
0001112319,"PHASE2MEDIA INCSIC:7389- SERVICES-BUSINESS SERVICES, NEC",NY
0001112499,CRESCENDO IV LP,MN
0001112512,GOLUB ASSOCIATES INC,NY
0001112706,CANYON COPPER CORP.SIC:1000- METAL MININGformerly: ABERDENE MINES LTD (filings through 2006-07-20),A1
0001112729,EURO AMERICAN,CA
0001112993,OMEGA DYNAMICS INCSIC:9995- Unknown,NY
0001113282,PERRY CORP /NY/                                         /ADV,NY
0001113658,GOTHAM HOLDINGS MANAGEMENT LLC,NY
0001114419,FORTRESS CAP LLC,NY
0001114644,"SPEARHEAD LIMITED, INC.SIC:3842- ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIESformerly: FIRST AID DIRECT INC (filings through 2003-10-15)TOTAL FIRST AID INC (filings through 2004-06-17)",FL
0001114669,FORE INC,TX
0001114698,"BLACKROCK BASIC VALUE FUND II, INCformerly: MERCURY BASIC VALUE FUND INC (filings through 2006-09-27)",NJ
0001114750,AHLMANN KAJ,
0001114963,COREY JAMES R,TX
0001115032,MIDOCEAN CAPITAL INVESTORS LPformerly: DB CAPITAL INVESTORS LP (filings through 2000-05-22),NY
0001115034,MIDOCEAN CAPITAL PARTNERS LPformerly: DB CAPITAL PARTNERS LP (filings through 2003-03-04),NY
0001115036,SANDLER CAPITAL PARTNERS V LP,NY
0001115040,SANDLER INVESTMENT PARTNERS LP,NY
0001115106,MAGNOLIA BROADBAND INC,NY
0001115253,STRATEGIC ADVISORY PARTNERS LLC                         /ADV,CA
0001115371,RDA CORPSIC:7371- SERVICES-COMPUTER PROGRAMMING SERVICES,MD
0001115954,TREND MINING COSIC:1000- METAL MININGformerly: TREND MINING CORP (filings through 2000-07-26),ID
0001116345,SEERAM MANJU,CA
0001116348,CARLSON ERIC,CA
0001116535,"PARK CAPITAL SECURITIES, LLC",NY
0001116561,"GEM INTERNATIONAL USA INCSIC:7389- SERVICES-BUSINESS SERVICES, NEC",A1
0001116630,G G GLOBAL HOLDINGS INC,DE
0001116632,GOLDMAN JAY MASTER LTD PARTNERSHIP,NY
0001117021,WESTPORT RESOURCES CORPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GAS,CO
0001117392,CHESAPEAKE FUNDING LLCSIC:6189- ASSET-BACKED SECURITIESformerly: GREYHOUND FUNDING LLC (filings through 2002-03-29),MD
0001117774,AVENUE CAPITAL MANAGEMENT II LLC                        /ADV,NY
0001118548,SANDLER CAPITAL PARTNERS V FTE LP,NY
0001118650,"OPUS COMMUNITIES, INC.SIC:0200- AGRICULTURE PRODUCTION - LIVESTOCK &amp; ANIMAL SPECIALTIESformerly: COBRA FINANCIAL SERVICES INC (filings through 2005-01-05)",TX
0001118755,VERTICAL ALLIANCE INC,PA
0001119074,MAST SERVICES LLCformerly: MAST SERVICES LLC                                       /BD (filings through 2003-03-03),MA
0001119681,COMMONWEALTH ASSOCIATES LP,NY
0001119780,COMMONWEALTH CAPITAL VENTURES III LP,MA
0001120211,RAM CAPITAL LLC /IL,IL
0001120357,ROTELLA PAUL,NJ
0001120699,FORTRESS BROOKDALE ACQUISITION LLC,NY
0001120792,"nFinanSe Inc.SIC:6153- SHORT-TERM BUSINESS CREDIT INSTITUTIONSformerly: AUGUST BIOMEDICAL CORP (filings through 2004-03-01)COYOTE VENTURES CORP (filings through 2003-01-21)MORGAN BEAUMONT INC (filings through 2006-04-12)MORGAN BEAUMONT, INC. (filings through 2006-11-24)PAN AMERICAN ENERGY CORP (filings through 2004-07-29)",FL
0001120802,GS AGRIFUELS CORPSIC:2860- INDUSTRIAL ORGANIC CHEMICALSformerly: HUGO INTERNATIONAL TELECOM INC (filings through 2006-07-28),X0
0001121079,GOLDENTREE HIGH YIELD PARTNERS LP,NY
0001121286,ONEOK PARTNERS INTERMEDIATE LPSIC:4922- NATURAL GAS TRANSMISSIONformerly: NORTHERN BORDER INTERMEDIATE LP (filings through 2007-09-25)NORTHERN BORDER INTERMEDIATE LTD (filings through 2002-03-29),OK
0001121586,RA INVESTMENT GROUP,IL
0001121641,"THE BAGPIPER FUND, L.P.formerly: BAGPIPER FUND LP                                        /BD (filings through 2003-02-28)",NY
0001121785,SLS INTERNATIONAL INCSIC:3651- HOUSEHOLD AUDIO &amp; VIDEO EQUIPMENT,MO
0001122198,GS CAPITAL PARTNERS 2000 LP,NY
0001123264,FORTRESS BROOKDALE INVESTMENT FUND LLC,NY
0001123315,BEACH BREW BEVERAGE CO INCSIC:2080- BEVERAGES,CA
0001123387,WELLINGTON J DOUGLAS,NJ
0001123846,"EXERGETIC ENERGY, INC.SIC:5172- WHOLESALE-PETROLEUM &amp; PETROLEUM PRODUCTS (NO BULK STATIONS)formerly: FIFTH AVENUE ACQUISITION II CORP (filings through 2002-11-20)Specialized Services, Inc. (filings through 2010-12-29)",MI
0001124086,GREAT AMERICAN ADVISORS INC,OH
0001124123,PASSPORT I LP,CA
0001124875,G CATS ACQUISITION CORPSIC:9995- Unknown,ND
0001124959,Voya SENIOR INCOME FUNDformerly: ING PILGRIM SENIOR INCOME FUND (filings through 2001-02-07)ING SENIOR INCOME FUND (filings through 2014-04-01)PILGRIM SENIOR INCOME FUND (filings through 2002-01-08),AZ
0001125532,"VERTICAL BRANDING, INC.SIC:5960- RETAIL-NONSTORE RETAILERSformerly: MFC DEVELOPMENT CORP (filings through 2006-11-02)",CA
0001125687,FULCRUM GLOBAL PARTNERS LLCformerly: FULCRUM GLOBAL PARTNERS LLC                             /BD (filings through 2002-03-01),NY
0001125785,"NFI NETWORK, LLCformerly: NFI NETWORK COM LLC                                     /BD (filings through 2002-02-26)NFI NETWORK.COM, LLC (filings through 2002-04-26)",PA
0001125792,OMEGA BAYVIEW IV LLC,CA
0001125941,CALYPSO MEDICAL TECHNOLOGIES INC,WA
0001126797,BLACKROCK 2012 TERM TRUST,NY
0001127242,ADARNA ENERGY CorpSIC:2300- APPAREL &amp; OTHER FINISHED PRODS OF FABRICS &amp; SIMILAR MATERIALformerly: BIB HOLDINGS LTD (filings through 2005-02-09)ECOSYSTEM CORP (filings through 2011-07-06)GS Energy CORP (filings through 2008-02-13)INCODE TECHNOLOGIES CORP. (filings through 2005-06-03)INSEQ CORP (filings through 2006-07-17)SASOON GROUP INC (filings through 2003-12-31)SPECIALIZED LEASING INC (filings through 2003-11-24),GA
0001127386,HARVEST COURT LLC,E9
0001127508,ALLIANZ SESIC:6411- INSURANCE AGENTS BROKERS &amp; SERVICESformerly: ALLIANZ AKTIENGESELLSCHAFT (filings through 2006-10-13),2M
0001127851,GOODNOW THOMAS WILLIAM,MN
0001127941,BENEFITFOCUS COM INC,SC
0001128133,CRESCENDO IV ENTREPRENEURS FUND A LP,MN
0001128496,CANYON CAPITAL ARBITRAGE FUND LP,CA
0001128499,CANYON CAPITAL ARBITRAGE FUND CAYMAN LTD,E9
0001129031,CVC EUROPEAN EQUITY PARTNERS III LP,
0001129574,ARROYO VIDEO SOLUTIONS INCformerly: CALYPSO NETWORKS INC (filings through 2003-10-20),CO
0001129758,"CLARION LION PROPERTIES FUND, LPformerly: CLARION LION PROPERTIES FUND LLC (filings through 2011-02-03)",NY
0001130045,CARLSON DEBORAH,MA
0001130304,PHASE INC,HI
0001130338,SANBORN RICK,CA
0001130786,"CBRE Clarion U.S., LPformerly: CLARION CRA HEDGE FUND LP (filings through 2005-05-24)ING Clarion U.S., LP (filings through 2011-02-23)",PA
0001131925,EMERALD BIOAGRICULTURE CORP,MI
0001132344,PREMIUM QUALITY FUND,
0001132417,VECTOR CAPITAL MANAGEMENT LLC,CT
0001132467,BERGEN ASSET PARTNERS LP,NY
0001132755,OPUS REAL ESTATE III LTD PARTNERSHIP,MN
0001133103,WEISS ERIC G,
0001133357,PILLAR CAPITAL ADVISORS LLC,UT
0001133385,OLD DOMINION CAPITAL MANAGEMENT INC,VA
0001133678,STRATEGIC CAPITAL PARTNERS I LP,VA
0001133715,HUTCHINS RENEA M S,CA
0001133753,WESTPORT ENERGY LLC,NJ
0001133959,VECTOR CAPITAL PARTNERS II LLC,CA
0001133985,GLAZER PAUL J,
0001134272,PETERS C WILBUR,NC
0001134476,PILLAR CAPITAL ADVISORS LLC/,UT
0001134928,VECTOR LATER STAGE EQUITY FUND II LP,IL
0001135073,FORMULA VENTURES LP,L3
0001135134,FORMULA VENTURES L P,NY
0001135773,PALO ALTO INVESTORS INVESTORS TECHNOLOGY VALUE FUND LP,CA
0001136092,"OMEGA EQUITY INVESTORS, L.P.formerly: OMEGA EQUITY INVESTORS LP (filings through 2010-03-15)",NY
0001136152,STRATEGIC ANALYTICS INC,NM
0001136735,CARLSON DAVID W,
0001137000,NAPIER GARY L,CA
0001137098,JATWANI VINAY,CA
0001137239,AMERICAS ENERGY Co - AECOSIC:1000- METAL MININGformerly: TREND TECHNOLOGY CORP (filings through 2010-01-27),TN
0001137256,OLD BALDY CORPSIC:7997- SERVICES-MEMBERSHIP SPORTS &amp; RECREATION CLUBS,WY
0001137373,GLENHILL CAPITAL LP,NY
0001137417,"GLOBAL PARI-MUTUEL SERVICES, INC.SIC:7389- SERVICES-BUSINESS SERVICES, NECformerly: ORBIS DEVELOPMENT INC (filings through 2006-02-09)",NY
0001137465,RESERVOIR CAPITAL GROUP LLC,NY
0001137466,RESERVOIR CAPITAL ASSOCIATES LP,NY
0001137467,RESERVOIR CAPITAL MASTER FUND LP,NY
0001137521,GLENHILL ADVISORS LLCformerly: KREVLIN ADVISORS LLC (filings through 2005-12-20),NY
0001137522,GLENHILL CAPITAL MANAGEMENT LLCformerly: GJK CAPITAL MANAGEMENT LLC (filings through 2005-11-23),NY
0001137664,SANDLER CAPITAL PARTNERS V GERMANY LP,NY
0001137947,PALO ALTO SMALL CAP FUND LP,CA
0001138056,LINDEN RESEARCH INC,CA
0001138118,"CBRE GROUP, INC.SIC:6500- REAL ESTATEformerly: CB RICHARD ELLIS GROUP INC (filings through 2011-09-09)CB RICHARD ELLIS SERVICES INC (filings through 2004-02-17)CBRE HOLDING INC (filings through 2003-12-05)",CA
0001138125,HARVEST ASSOCIATES III LLC,NY
0001138165,PALO ALTO HEALTHCARE FUND LP,CA
0001138267,VARDE PARTNERS LP,MN
0001138754,GLENVIEW CAPITAL PARTNERS CAYMAN LTD,E9
